老矫,瘤痢,瘤痢疙,碍荐樊(mm),浅加(m/s),嚼档(%),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),弥历款绊(100m ),瘤搁柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C),弥历扁柯(∑C),乞闭扁柯(∑C),弥绊扁柯(∑C),背贰怕剧堡,辆钦版扁厘 怕剧堡,青盔怕剧堡,全焊包林瞒厘 怕剧堡,荐魂怕剧堡,怕剧堡傈眉
2022-09-02,184,力林,4.3,3.78,95.08,0,0.17,,9.86,6.02,7.9,23.86,26.28,27.03,27.92,20.7,23.19,25,147.8,237.312,37.512,33.28,0,455.904
2022-09-03,184,力林,0.67,4.16,92.32,0.13,0.85,,8.77,5.61,9.12,25.9,26.52,26.54,26.88,23.7,25.77,29,353.2,1304.704,196.56,110.4,0,1964.864
2022-09-04,184,力林,5.07,3.83,93.45,0.13,0.43,,9.11,5.38,10.07,25.98,27.31,27.32,27.3,22.8,25.82,29.8,361.2,588.288,358.056,179.48,0,1487.024
2022-09-05,184,力林,4.8,7.33,96.19,0.01,0.28,,10,7.61,4.23,25.91,26.4,26.55,26.85,24.3,26.32,27.2,125.2,276.96,46.872,33.52,0,482.552
2022-09-06,184,力林,0.26,8.94,80.43,0.58,1.03,,5.4,4.35,5.62,24.59,25.23,25.69,26.16,21,23.67,28.5,1723.8,1253.92,591.264,0,0,3568.984
2022-09-07,184,力林,,2.65,64.58,0.86,1.74,,1.85,0.51,36.33,24.78,25.17,25.48,25.83,18.7,23.81,28.8,2887.2,2400.768,1013.688,0,0,6301.656
2022-09-08,184,力林,,3.25,69.9,0.86,1.69,,4.59,0.56,27.75,25.38,25.77,26.02,26.11,20.6,23.93,28.8,2640.6,2338.624,1025.352,0,0,6004.576
2022-09-09,184,力林,,3.25,73.96,0.58,1.41,,6.27,3.16,25.93,25.13,26.1,26.3,26.32,20,23.83,27.3,1391.6,1715.264,878.544,0,0,3985.408
2022-09-10,184,力林,0.02,3.66,82.07,0.3,0.99,,7.51,5.02,14.27,25.5,25.92,26.19,26.32,21.7,24.29,30.3,749,1312.288,347.616,0,0,2408.904
2022-09-11,184,力林,0.3,2.75,88.38,0.22,0.88,,8.1,6.51,8.99,26.67,26.28,26.29,26.2,22.5,24.84,29,476.8,1396.192,523.8,0,0,2396.792
2022-09-12,184,力林,0.66,3.03,90.61,0,0.3,,9.69,5.78,13.8,25.31,26.02,26.2,26.23,22.8,24.68,26.6,195.4,278.88,106.344,0,0,580.624
2022-09-13,184,力林,1.83,4.45,93.96,0,0.12,,9.49,6.96,7.01,24.32,25.3,25.54,25.8,23.6,24.41,25.3,83,90.24,32.616,0,0,205.856
2022-09-14,184,力林,0.25,5.21,90.01,0.22,0.86,,7.95,5.59,7.11,25.7,25.04,25.16,25.37,24.2,25.59,30.4,196,203.808,256.896,0,0,656.704
2022-09-15,184,力林,0.07,5.41,91.41,0.06,0.28,,8.7,6.31,10.26,25.91,25.18,25.17,25.25,24.7,26.05,28.1,206.2,239.392,232.128,0,0,677.72
2022-09-16,184,力林,0.1,3.13,84.6,0.6,1.33,,5.79,3.83,11.03,28.19,26.44,26.04,25.54,24.9,27.37,32.5,1212.8,1562.304,557.424,31.68,0,3364.208
2022-09-17,184,力林,0,3.41,80.08,0.36,1.22,,7.04,3.96,15.54,27.26,27.1,26.85,26.35,24,26.32,30.3,1322.2,1394.912,533.232,261.32,0,3511.664
2022-09-18,184,力林,0,5.19,77.2,0.49,1.29,,8.26,3.86,21.15,27.64,27.79,27.4,26.76,23.8,27.27,32.5,2156.8,1760.672,714.528,360.56,0,4992.56
2022-09-19,184,力林,,7.57,72.49,0.73,1.42,,5.86,2.68,11.33,26.98,27.26,27.45,27.16,21.3,25.7,33.6,2163.4,1393.152,935.712,417.52,0,4909.784
2022-09-20,184,力林,0,3.76,65.09,0.32,1.18,,7.29,5.42,14.95,24.6,25.71,26.28,26.56,20.6,22.48,25.7,768,1439.712,671.184,325.16,0,3204.056
2022-09-21,184,力林,0,3.31,62.99,0.46,1.23,,7.68,4.15,23.86,24.34,24.95,25.55,25.92,18.8,21.5,24.7,1703.6,1572.32,675.36,333.8,0,4285.08
2022-09-22,184,力林,,2.92,72.21,0.41,1.06,,5.8,3.6,18.74,24.54,24.46,24.95,25.33,18,21.89,25.3,1385,1500.32,571.176,274.24,0,3730.736
2022-09-23,184,力林,,3.4,71.56,0.48,1.29,,6.7,3.83,36.21,25.22,24.75,25.1,25.23,18.2,22.13,26.6,2271.2,1586.528,770.112,364.2,0,4992.04
2022-09-24,184,力林,,3.83,61.11,0.56,1.46,,7.46,4.84,44.33,24.52,24.1,24.78,25.13,17.4,20.57,24,2583.4,1937.472,849.312,425.52,0,5795.704
2022-09-25,184,力林,0,2.68,68.2,0.25,0.99,,8.58,4.99,33.03,25.05,24.28,24.71,25,18.6,22,26.2,1466,1242.944,492.912,258.6,0,3460.456
2022-09-26,184,力林,,2.55,68.07,0.41,1.11,,7.83,5.85,35.26,26.1,24.46,24.81,24.97,18.9,22.22,26.2,2100.4,1489.536,702.576,328.72,0,4621.232
2022-09-27,184,力林,0.14,2.6,70.01,0.75,1.41,,5.98,2.04,27.65,25.89,24.67,25.03,25.06,19.3,22.39,26.5,2573,2036.512,837.432,403,0,5849.944
2022-09-28,184,力林,0.01,1.97,78.93,0.04,0.59,,8.99,4.75,25.09,24.62,24.55,24.81,25.04,19.7,22.83,26.1,1004,893.632,382.032,216.64,0,2496.304
2022-09-29,184,力林,0.02,2.35,72.7,0.47,1.22,,5.36,3.26,15.39,24.83,24.87,24.7,24.73,18.4,22.43,26.4,2194.2,1543.04,740.592,334.52,0,4812.352
2022-09-30,184,力林,,2.21,67.75,0.84,1.56,,0.39,0,,25.27,23.95,24.26,24.54,16.4,21.66,26.3,2707.8,2187.968,912.384,448.72,0,6256.872
2022-10-01,184,力林,,2.28,65.14,0.81,1.49,,1.71,0.38,37.31,26.17,23.5,23.64,23.98,15.9,22.04,26.5,2610.4,2120.16,878.256,437.92,0,6046.736
2022-10-02,184,力林,,3.04,75.64,0.54,1.35,,3.58,2.11,10.86,25.7,24.17,24,24.15,17.3,23.52,30.3,1418.6,2003.84,758.232,348.72,0,4529.392
2022-10-03,184,力林,,3.85,84.68,0.64,1.39,,3.93,2.27,8.33,28.32,24.92,24.86,24.72,22.7,25.62,29.3,2189,1924.832,768.384,366.52,0,5248.736
2022-10-04,184,力林,0.28,4.94,85.13,0.03,0.28,,7.62,5.56,8.58,23.68,24.22,24.49,24.6,17.6,22.57,27.6,723.6,381.632,143.928,95.4,0,1344.56
2022-10-05,184,力林,0.11,4.27,69.25,0.6,1.34,,7.15,4.54,16.55,22.65,22.45,22.94,23.69,16.1,19.38,23.9,2218.4,1764.384,723.816,372.24,0,5078.84
2022-10-06,184,力林,0.07,3.57,72.41,0.11,0.66,,9.68,5.43,14.46,20.33,22.46,23.25,23.39,15.3,18.1,21.4,1178.2,815.296,379.8,213.52,0,2586.816
2022-10-07,184,力林,0.03,4.67,65.33,0.36,1.02,,8.24,5.2,20.6,19.15,21.5,22.49,22.73,14,17.33,20.8,1677.4,1296.512,559.584,288.12,0,3821.616
2022-10-08,184,力林,0.82,3.46,76.16,0.04,0.48,,9.64,7.11,14.79,18.84,21.05,21.94,22.12,15,18.03,20.4,320,430.496,336.24,146.2,0,1232.936
2022-10-09,184,力林,0.84,3.68,78.98,0.01,0.38,,9.88,5.93,14.24,19.28,20.85,21.56,21.55,15.8,18.77,21.1,460.2,481.632,140.04,89.96,0,1171.832
2022-10-10,184,力林,0.13,7.18,62.17,0.5,0.93,,6.83,4.58,15.74,17.38,19.83,21.02,21.2,13,16.08,18.2,1465.4,1047.68,410.976,219.52,0,3143.576
2022-10-11,184,力林,0,5.36,62.46,0.56,1.11,,5.07,2.95,11.81,17.34,19.38,20.27,20.47,12.9,16.45,20.1,2466.6,1498.688,756.864,391.24,0,5113.392
2022-10-12,184,力林,,3.59,67.56,0.75,1.42,,2.03,1.22,10.14,18.77,20.33,20.77,20.46,11.6,17.41,21.5,2425.8,2019.648,801.792,425.12,0,5672.36
2022-10-13,184,力林,,4.66,68.21,0.59,1.08,,4.57,3.07,11.87,20.28,20.83,21.28,20.75,17.1,19.75,23,1272.4,795.36,643.104,308.72,0,3019.584
2022-10-14,184,力林,,3.59,72.39,0.6,1.23,,3.55,2.31,11.39,20.95,20.85,21.13,20.58,16.3,19.6,22.9,1350.2,1519.68,843.624,347.92,0,4061.424
2022-10-15,184,力林,,2.96,73.36,0.7,1.3,,3.74,2.23,8.79,21.46,21.7,21.7,20.81,15.8,19.91,24.3,2260.2,1781.824,587.736,415.72,0,5045.48
2022-10-16,184,力林,,2.92,78.06,0.23,0.9,,6.28,4.77,17.17,21.76,22.28,22.32,21.29,17.5,20.39,23.2,1090.6,1268.288,555.336,245.64,0,3159.864
2022-10-17,184,力林,,5.63,63.33,0.58,1.25,,4.77,3.07,24.13,19.49,21.81,22.2,21.38,12.7,17.31,23.1,1999.8,1752.96,446.4,295.48,0,4494.64
2022-10-18,184,力林,,6.09,53.96,0.84,1.46,,1.95,1.43,13.07,17.52,20.53,21.25,20.91,11.5,14.42,19.7,2822,1888.8,673.128,436.24,0,5820.168
2022-10-19,184,力林,,4.2,56.55,0.85,1.49,,0.68,0.46,11.5,17.69,19.96,20.58,20.32,11.3,14.72,19.7,2851.2,2047.616,514.08,349.96,0,5762.856
2022-10-20,184,力林,,2.95,64.31,0.86,1.48,,0.85,0.19,34,18.52,19.65,20.2,19.88,11.5,16.11,20.5,2661.4,2042.272,531.936,395,0,5630.608
2022-10-21,184,力林,,2.43,76.42,0.5,1.06,,6.62,2.83,31.18,20.46,20.01,20.28,19.74,13.5,18.84,24,1078.6,1426.176,672.696,308.32,0,3485.792
2022-10-22,184,力林,0,2.56,75.62,0.22,0.74,,7.11,4.17,18.48,21.94,21.34,21.22,20.2,17.6,20.52,24.1,1408,967.712,492.192,217.76,0,3085.664
2022-10-23,184,力林,,4.9,68.59,0.74,1.24,,2.14,1.24,9.6,20.12,21.06,21.32,20.43,13.6,17.58,23,2546.6,1498.272,442.08,335.88,0,4822.832
2022-10-24,184,力林,,6.14,51.73,0.79,1.36,,1.24,0.72,9.62,17.91,20.2,20.75,20.2,11.2,15.25,19.9,2585.6,1755.04,781.416,370.36,0,5492.416
2022-10-25,184,力林,,3.81,53.57,0.76,1.31,,1.25,0.8,11.31,17.06,19.38,20,19.64,9.3,14.22,17.9,1958.8,1620.032,812.016,383.6,0,4774.448
2022-10-26,184,力林,0,3.19,61.27,0.39,0.99,,6.84,5.18,22.17,18.87,19.67,19.93,19.34,13.9,17.57,23.4,1422.8,1642.464,784.944,359.88,0,4210.088
2022-10-27,184,力林,,2.49,63.31,0.32,0.81,,6.82,3.88,35.43,18.42,19.93,20.21,19.46,13.2,17.02,21,1284.6,1050.368,404.856,200.76,0,2940.584
2022-10-28,184,力林,,3.04,68.62,0.75,1.24,,3.95,0.99,52.1,18.55,19.46,19.81,19.2,12.4,16.65,22.4,2313.8,1702.656,648.792,267.36,0,4932.608
2022-10-29,184,力林,0,3.8,70.17,0.54,0.98,,3.81,3.01,13.58,19.57,19.91,20.08,19.26,14.9,18.43,22.2,1402.6,1250.24,759.024,318.92,0,3730.784
2022-10-30,184,力林,0,3.93,67.95,0.66,1.11,,3.57,2.64,11.69,19.62,19.95,20.13,19.31,13.9,17.96,21.2,1602.2,1458.88,804.96,364.76,0,4230.8
2022-10-31,184,力林,,4.25,67.39,0.61,1.02,,3.86,2.44,16.44,19.35,19.75,20.05,19.27,15.7,17.59,20.5,1377.4,1274.4,804.528,364.28,0,3820.608
2022-11-01,184,力林,,3.3,68.57,0.77,1.25,,2.7,0.98,19.69,19.13,19.82,19.98,19.17,14,17.18,21.9,1471,1713.216,769.752,353.2,0,4307.168
2022-11-02,184,力林,,2.99,70.58,0.76,1.25,,1.3,0.88,10.21,18.71,20.08,20.25,19.33,11.9,16.39,21.1,2242.4,1660.224,720.72,328.08,0,4951.424
2022-11-03,184,力林,,3.5,59.09,0.77,1.31,,2.47,0.42,31,17.97,19.22,19.67,19.07,10.1,15.97,21,2529.8,1822.016,804.528,301.36,0,5457.704
2022-11-04,184,力林,,5.62,62.7,0.71,0.97,,4.5,2.9,15.26,16.2,18.92,19.53,18.95,9.8,13.16,18,2427.4,1229.728,640.08,302.8,0,4600.008
2022-11-05,184,力林,,4.52,59.75,0.7,1.05,,3.51,2.2,9.78,15.34,17.76,18.51,18.29,9.1,12.52,16.7,2262.8,1480.672,759.96,361.44,0,4864.872
2022-11-06,184,力林,,3.09,60.94,0.8,1.15,,2.41,0.83,13.94,14.97,17.42,18.12,17.85,7.5,12.6,17.6,2227.8,1643.68,750.6,347.88,0,4969.96
2022-11-07,184,力林,,2.34,66.56,0.81,1.16,,1.29,0.46,12.72,15.49,17.13,17.72,17.45,7.9,13.46,18,2290.6,1681.12,658.656,304.64,0,4935.016
2022-11-08,184,力林,,2.39,57.44,0.81,1.14,,0.22,0,,16.2,17.27,17.73,17.31,8.8,15.02,20.9,2301.4,1714.272,726.12,333.88,0,5075.672
2022-11-09,184,力林,,2.35,62.57,0.8,1.11,,1.91,0.45,34.36,17.27,17.51,17.82,17.28,10.2,16.58,21.8,2050.4,1565.568,625.32,340.16,0,4581.448
2022-11-10,184,力林,2.59,2.48,78.55,0.24,0.69,,7.85,5.65,12.12,18.47,18.4,18.44,17.57,13.8,18.51,23.5,561,994.912,169.272,106.84,0,1832.024
2022-11-11,184,力林,0.03,3.31,75.67,0.62,1.11,,5.42,3.78,10.24,20.27,19.68,19.43,18.18,17.9,20.4,23.6,615,1589.088,251.28,134.48,0,2589.848
2022-11-12,184,力林,1.44,3.52,87.6,0.16,0.58,,7.07,5.01,7.76,20.22,19.75,19.8,18.68,17.3,20.87,24,207.4,537.824,60.264,22.64,0,828.128
2022-11-13,184,力林,0.59,6.16,78.94,0.34,0.26,,8.01,6.17,10.18,17.12,18.85,19.5,18.72,11.7,16.09,24.1,243.2,137.152,55.8,49.84,0,485.992
2022-11-14,184,力林,,4.32,67.55,0.52,0.87,,7.14,5.49,16.52,14.9,17.07,17.91,17.73,10.8,13.81,18.1,1622.4,682.816,358.848,152.72,0,2816.784
2022-11-15,184,力林,,3.63,64.19,0.73,1.09,,3.84,2.92,13.1,14.02,16.89,17.55,17.25,7.8,12.76,16.9,2289.8,1552.992,746.784,330.08,0,4919.656
2022-11-16,184,力林,,2.71,66.34,0.75,1,,2.06,1.64,19.02,13.65,16.27,17.03,16.85,4.6,13.58,19.1,1972.6,1146.752,592.488,243.4,0,3955.24
2022-11-17,184,力林,0,2.19,68.52,0.1,0.48,,8.8,6.28,32.42,14.73,16.27,16.86,16.53,11,14.59,17.6,910.2,622.496,166.104,0,0,1698.8
2022-11-18,184,力林,,3.3,71.45,0.65,1.01,,5.23,3.06,15.23,16.92,16.88,17.17,16.56,14,16.84,20.7,1328.8,1408.288,652.68,0,0,3389.768
2022-11-19,184,力林,0.2,3.35,71.05,0.43,0.75,,5.48,4.06,15.58,17.08,17.22,17.49,16.79,14.9,17.94,21.2,298.2,846.752,370.224,0,0,1515.176
2022-11-20,184,力林,2.8,2.83,85.92,0,0.08,,8.31,5.53,9.66,15.65,17.08,17.55,16.89,14.4,16.15,18.5,134.8,121.696,11.016,0,0,267.512
2022-11-21,184,力林,0,2.09,76.85,0.74,1.11,,4.96,2.2,18.69,16.23,16.96,17.27,16.6,12.6,16.28,20.2,1604.6,1430.752,524.808,0,0,3560.16
2022-11-22,184,力林,2.02,2.75,74.1,0,0.18,,8.69,5.78,23.01,14.65,16.49,17.07,16.6,13.1,15.91,18.8,203.8,163.552,14.688,0,0,382.04
2022-11-23,184,力林,1.68,4.14,76.66,0.48,0.61,,6.81,4.8,14.13,15.12,16.49,16.97,16.38,11.1,15.08,19.6,891.4,450.816,426.456,0,0,1768.672
2022-11-24,184,力林,,3.1,62.96,0.8,1.02,,2.88,1.62,45.35,13.12,15.11,15.92,15.8,9.6,13.73,20,1986.6,1375.936,605.664,0,0,3968.2
2022-11-25,184,力林,,2.6,61.92,0.7,1.04,,3.83,1.75,36.59,13.76,14.68,15.36,15.28,8.3,15.19,21.5,1846.8,1461.28,597.672,41.12,0,3946.872
2022-11-26,184,力林,0,3.23,67.59,0.74,0.85,,2.69,1.91,14.46,14.5,15.62,15.96,15.41,10.1,15.3,20.2,1195.4,936.256,460.584,188.16,0,2780.4
2022-11-27,184,力林,,2.76,61.73,0.6,0.86,,4.96,1.74,41.23,13.68,14.84,15.44,15.17,8.3,14.78,19.4,1653.4,1225.344,483.264,217.52,0,3579.528
2022-11-28,184,力林,2.1,4.33,79.05,0.22,0.71,,8.78,5.97,10.21,18.93,16.98,16.59,15.55,15.5,20.73,26.7,739,1117.408,323.64,139.16,0,2319.208
2022-11-29,184,力林,8.08,6.08,83.22,0.04,0.17,,9.09,6.1,9.46,16.2,17.98,18.18,16.92,8.6,15.78,21,214.8,113.76,67.176,50.44,0,446.176
2022-11-30,184,力林,0,6.78,67.41,0,0.14,,9.89,7.46,9.15,8.19,13.66,15.32,15.73,3.2,6.51,14.8,162.4,129.536,10.728,12.12,0,314.784
2022-12-01,184,力林,0.13,3.71,63.49,0.29,0.35,,8.65,6.27,12.88,7.19,11.24,12.84,13.79,2.3,5.18,8.7,418.8,412.768,89.856,86.56,0,1007.984
2022-12-02,184,力林,0.02,3.07,64.53,0.56,0.78,,7.18,4.36,15.44,7.98,11.03,12.15,12.77,2.1,6.58,10.4,1395.6,942.816,515.664,245.04,0,3099.12
2022-12-03,184,力林,0.18,2.25,82.78,0.03,0.27,,9.08,7.24,9.61,10.35,11.42,12.18,12.48,5,10.61,14.1,113.6,261.696,6.264,0.32,0,381.88
2022-12-04,184,力林,0.28,4.63,69.18,0.03,0.49,,8.52,6.23,18.74,9.69,12.08,12.79,12.72,6.1,9.19,13.6,589.4,650.4,149.616,111.48,0,1500.896
2022-12-05,184,力林,0,5.61,61.89,0.19,0.5,,7.22,4.66,18.18,6.97,10.78,11.98,12.41,3.2,6.81,12.6,855.8,616.64,212.112,135.16,0,1819.712
2022-12-06,184,力林,,4.92,57.14,0.56,0.8,,4.26,3.15,15.28,7.09,10.05,11.07,11.65,1,7.67,12.1,1322.2,1053.92,253.368,148.52,0,2778.008
2022-12-07,184,力林,,3.87,57.3,0.6,0.79,,4.47,2.76,18.36,8.89,11.02,11.59,11.67,2.2,9.92,15.6,1575,1050.976,445.752,183.6,0,3255.328
2022-12-08,184,力林,,2.27,61.41,0.13,0.59,,6.55,3.94,38.06,8.53,10.71,11.48,11.65,1.8,9.33,14.1,881.6,720.8,267.48,133.4,0,2003.28
2022-12-09,184,力林,,2.09,56.31,0.08,0.42,,7.91,7.21,30.76,9.65,11.32,11.81,11.7,6.5,11,14.9,628.2,498.24,196.992,101.24,0,1424.672
2022-12-10,184,力林,0.04,3.01,68.96,0.12,0.58,,7.71,5.77,23.43,10.84,11.93,12.31,11.92,8,11.25,16.5,766.4,727.84,277.848,120.36,0,1892.448
2022-12-11,184,力林,0,5.01,60.04,0.53,0.54,,5.4,3.95,17.63,9.28,12.05,12.62,12.28,5.2,9.25,12.1,1127,673.728,501.192,179.52,0,2481.44
2022-12-12,184,力林,0,4.17,65.64,0.12,0.27,,6.76,4.29,19.6,7.64,10.55,11.58,11.79,4.9,8.57,14.3,658.8,226.368,74.304,36.8,0,996.272
2022-12-13,184,力林,,6.59,53.65,0.52,0.54,,5.68,5.16,12.14,8.97,10.94,11.55,11.52,6,9.6,12.2,1217.2,666.752,360.504,149.16,0,2393.616
2022-12-14,184,力林,0.15,6.6,65.47,0.31,0.5,,7.96,6.86,10.25,6.33,10.3,11.38,11.55,1.1,4.39,7.4,498.4,578.656,244.296,59.8,0,1381.152
2022-12-15,184,力林,0.05,2.42,62.38,0.58,0.77,,4.96,4.39,12.13,6.97,9.52,10.47,10.8,0.3,5.99,11,647.4,1119.04,504.936,189.36,198.145,2658.881
2022-12-16,184,力林,0.09,3.93,67.82,0.04,0.11,,9.06,6.78,15.27,6.64,9.27,10.28,10.57,3.2,6.63,11.6,291,149.92,118.872,76.44,1267.696,1903.928
2022-12-17,184,力林,0.45,7.1,73.48,0.12,0.25,1.3,9.33,7.29,7.84,4.94,8.35,9.58,10.06,-0.7,3.49,7.7,20.4,284.096,77.616,33.16,663.136,1078.408
2022-12-18,184,力林,0.62,9.19,72.02,0.25,0.4,3.34,8.35,6.69,6.55,3.05,6.91,8.49,9.43,-2.1,1.47,3.6,449,476.864,161.064,32.88,32.542,1152.35
2022-12-19,184,力林,0.17,4.33,63.76,0.35,0.51,3.61,7.23,6.08,11.54,4.74,7.02,8.08,8.8,-0.2,5.16,9.1,558.4,434.784,177.048,92.76,0,1262.992
2022-12-20,184,力林,,2.46,64.11,0.76,1.02,,4.35,2.6,13.54,7.52,8.33,8.85,8.84,2.8,8.45,12.6,1863.8,1480.608,551.664,204.48,0,4100.552
2022-12-21,184,力林,1.5,5.05,75.75,0.1,0.18,,8.81,5.96,10.72,8.79,9.19,9.6,9.27,6.2,9.62,13.5,636.2,168.544,96.408,27.92,0,929.072
2022-12-22,184,力林,0.92,7.84,77.41,0.15,0.14,0.96,8.47,6.67,7.08,4.18,7.79,8.99,9.12,-1.1,2.99,7.9,0,80.96,8.208,1.76,0,90.928
2022-12-23,184,力林,0.71,9.59,76.46,0.17,0.31,2.6,8.28,7.06,5.6,2.49,5.75,7.29,8.08,-1.6,0.97,3.4,147.8,239.616,298.944,72.84,0,759.2
2022-12-24,184,力林,0.3,6.99,74.79,0.18,0.11,3.85,8.2,7.53,6.53,3.35,5.2,6.43,7.14,0.2,3.2,6.2,21.6,78.272,94.896,7.28,0,202.048
2022-12-25,184,力林,,4.96,69.59,0.39,0.3,,5.33,4.38,8.97,4.5,5.97,6.67,6.78,2,5.61,10.9,777.4,298.976,224.64,69.44,0,1370.456
2022-12-26,184,力林,,4.24,68.81,0.23,0.32,,6.31,5.04,12.45,5.51,6.47,7,6.81,2.4,6.39,10.9,686.4,300.064,275.184,124.8,126.552,1513
2022-12-27,184,力林,,3.98,67.83,0.32,0.34,,5.7,5.1,9.03,5.8,7.06,7.49,7.02,3.7,6.58,10.6,1204.2,391.904,459.288,189.24,3793.686,6038.318
2022-12-28,184,力林,0,4.18,61.8,0.19,0.38,,7.14,5.05,15.17,5.58,7.15,7.6,7.06,3.8,6.6,9.9,601,330.112,141.696,90.08,1729.795,2892.683
2022-12-29,184,力林,,4.04,63.41,0.26,0.45,,7.86,5.51,13.42,5.28,7.06,7.53,7.04,3,5.67,8.2,451,281.92,230.328,123.84,1631.442,2718.53
2022-12-30,184,力林,,3.82,57.38,0.34,0.52,,7.22,5.64,14.68,5.88,7.19,7.56,6.98,2,6.28,8.8,775.2,436.192,312.408,142.92,2014.717,3681.437
2022-12-31,184,力林,,4.23,58.58,0.69,0.91,,3.89,3.1,13.34,5.94,7.7,7.9,7.15,-1,6.3,10.9,2021.2,1343.616,566.712,215.16,4216.734,8363.422
2023-01-01,184,力林,,4.01,62.72,0.38,0.5,,5.97,3.86,18.82,6.33,7.67,7.93,7.28,-0.1,7.56,12.5,954.8,615.136,420.048,179.76,2112.343,4282.087
2023-01-02,184,力林,,4.79,60.56,0.54,0.57,,6.75,5.26,20.33,6.16,7.69,8.08,7.41,2.4,5.79,10.7,1563.6,793.152,637.632,250.4,5069.336,8314.12
2023-01-03,184,力林,,5.03,60.81,0.51,0.65,,6.09,5.23,9.71,6.27,7.53,7.89,7.32,2.6,5.75,9.8,1241,682.08,375.408,172.08,3370.64,5841.208
2023-01-04,184,力林,,3.25,64.09,0.8,1.04,,1.67,1.07,9,6.14,7.96,8.13,7.42,0.9,5.97,10.8,1881,1472.928,567.936,208.68,4740.299,8870.843
2023-01-05,184,力林,,2.38,64.55,0.58,0.73,,2.97,1.74,11.74,6.78,7.97,8.18,7.57,2.1,7.72,13.2,1659.4,1020.736,464.184,175.68,3158.03,6478.03
2023-01-06,184,力林,0.27,2.65,69.03,0.07,0.36,,6.86,4.79,18.65,7.42,8.34,8.46,7.72,3.9,8.68,12.3,644.2,589.152,146.16,82.36,1415.219,2877.091
2023-01-07,184,力林,0.19,6.98,54.2,0.73,0.95,,2.54,2.07,14.54,7.37,8.75,8.94,8.05,1.3,8.42,11.9,1933.4,1330.016,509.832,210.52,3999.786,7983.554
2023-01-08,184,力林,,1.98,63.61,0.8,1,,0.11,0.03,3,7.54,8.36,8.62,7.95,0.1,8.56,14.4,2020.6,1433.12,621.792,258.4,4836.48,9170.392
2023-01-09,184,力林,,4.07,68.53,0.45,0.56,,3.29,2.64,8.28,9.45,8.8,8.87,8.04,5.3,11.07,17.3,1750.8,657.792,417.672,158.76,4059.086,7044.11
2023-01-10,184,力林,,2.96,64.73,0.68,1.06,,2.47,1.78,14,8.86,8.83,8.98,8.17,3.7,9.27,15.3,1802,1574.144,429.48,169.88,2803.683,6779.187
2023-01-11,184,力林,,2.12,66.65,0.83,1.07,,0.85,0.35,23.38,10.01,9.5,9.43,8.42,5.1,10.4,16.3,1910,1522.496,670.824,264.84,4665.816,9033.976
2023-01-12,184,力林,2.41,3.09,83.52,0.1,0.29,,5.3,3.78,7.67,10.58,9.66,9.67,8.73,6.6,13.05,16.4,231.6,467.2,153.288,78.96,764.379,1695.427
2023-01-13,184,力林,4.42,5.25,95.05,0,0.12,,9.62,7.76,3.77,15.93,12.9,11.81,9.83,14.3,16.78,20.5,401.4,227.68,49.104,33.12,402.076,1113.38
2023-01-14,184,力林,1.81,3.98,93.52,0.08,0.14,,8.99,7.55,4.91,13.19,12.95,12.81,11.16,8.7,12.29,17.2,356.2,93.92,52.776,46,1321.21,1870.106
2023-01-15,184,力林,0.42,6.14,81.69,0,0.11,,9.24,7.74,7,8.17,10.55,11.32,10.65,3.2,7.03,13.3,137.4,54.24,9.216,23.76,651.563,876.179
2023-01-16,184,力林,,6.23,66.76,0.3,0.22,,7.94,7.08,9.18,5.19,7.9,9.12,9.28,0.8,3.89,7.5,316.8,183.456,115.416,82.16,1352.306,2050.138
2023-01-17,184,力林,0,4.32,66.24,0.14,0.12,,8.36,7.42,9.43,4.89,6.83,7.88,8.18,0.9,4.39,8.4,259,103.904,29.016,24.28,1225.029,1641.229
2023-01-18,184,力林,0,3.38,61.19,0.16,0.3,,8.21,7.31,11.19,5.81,6.91,7.59,7.61,3,5.58,9.4,928.2,373.856,225.72,134.68,2267.099,3929.555
2023-01-19,184,力林,0,3.91,57.64,0.22,0.47,,7.75,7.18,11.67,6.44,7.52,7.94,7.64,3.5,6.61,9,935,423.328,135.144,95.48,1584.438,3173.39
2023-01-20,184,力林,0,5.27,57.15,0.48,0.75,,5.81,5.25,13.14,5.98,7.92,8.33,7.82,0.8,5.96,9.7,1033.2,654.336,424.008,191.28,1337.119,3639.943
2023-01-21,184,力林,,3.12,66.71,0.28,0.66,,6.12,5.36,12.89,4.08,7.02,7.82,7.6,0,2.87,6.6,1425.8,401.504,393.264,212.4,625.531,3058.499
2023-01-22,184,力林,1.19,3.18,75.66,0,0.17,,8.66,6.51,10.99,5.29,6.45,7.09,7,0.2,6.44,9.7,190.4,199.776,8.28,4.28,364.47,767.206
2023-01-23,184,力林,0.73,4.59,67.5,0.38,0.82,,7.06,5.66,15.9,7.87,7.82,7.95,7.23,4.4,8.15,12.3,1494.6,855.104,546.552,236.32,3674.364,6806.94
2023-01-24,184,力林,0.45,9.01,73.07,0.11,0.26,0.99,9.04,8.08,6.49,2.56,6.44,7.55,7.43,-4.9,-1.35,6.4,348.8,239.392,50.688,0.92,684.831,1324.631
