top_word,count,label,confidence
마진,2,neutral,"{'negative': 0.030405795, 'positive': 0.05299621, 'neutral': 99.916595}"
민관공,1,neutral,"{'negative': 0.14776082, 'positive': 0.35047138, 'neutral': 99.50177}"
도부,1,positive,"{'negative': 0.059538975, 'positive': 96.03438, 'neutral': 3.9060848}"
회관,3,positive,"{'negative': 0.022524957, 'positive': 85.68837, 'neutral': 14.289104}"
일자리,1,positive,"{'negative': 0.026600685, 'positive': 83.811295, 'neutral': 16.162102}"
예산,2,neutral,"{'negative': 0.060746267, 'positive': 0.051417112, 'neutral': 99.88784}"
이사장,1,neutral,"{'negative': 0.15689166, 'positive': 0.024267586, 'neutral': 99.81884}"
경북,1,neutral,"{'negative': 0.04216297, 'positive': 0.2453675, 'neutral': 99.71247}"
투어,3,neutral,"{'negative': 0.02765483, 'positive': 0.13570046, 'neutral': 99.83665}"
주도,2,neutral,"{'negative': 0.12428528, 'positive': 0.05067409, 'neutral': 99.82504}"
대화,1,neutral,"{'negative': 0.30339873, 'positive': 0.06691752, 'neutral': 99.629684}"
추가,2,neutral,"{'negative': 0.06623501, 'positive': 0.10468679, 'neutral': 99.82908}"
뒷받침,1,neutral,"{'negative': 0.4344414, 'positive': 48.618855, 'neutral': 50.946705}"
투입,2,neutral,"{'negative': 0.09334027, 'positive': 2.0727534, 'neutral': 97.83391}"
만발,1,neutral,"{'negative': 0.029449383, 'positive': 0.26201245, 'neutral': 99.70854}"
촉구,1,neutral,"{'negative': 0.34925798, 'positive': 0.10053273, 'neutral': 99.55021}"
효과,2,neutral,"{'negative': 0.3187418, 'positive': 2.33678, 'neutral': 97.344475}"
성공,1,positive,"{'negative': 0.023300942, 'positive': 99.95986, 'neutral': 0.016837705}"
중동,1,positive,"{'negative': 0.023199495, 'positive': 99.94255, 'neutral': 0.034248903}"
업그레이드,1,neutral,"{'negative': 0.04323224, 'positive': 2.0601785, 'neutral': 97.89659}"
판교,2,neutral,"{'negative': 0.021145184, 'positive': 0.023075325, 'neutral': 99.95578}"
비조,1,neutral,"{'negative': 0.18516387, 'positive': 0.11661177, 'neutral': 99.69823}"
연구,1,neutral,"{'negative': 0.042719927, 'positive': 0.028138032, 'neutral': 99.929146}"
경쟁,2,neutral,"{'negative': 0.1478393, 'positive': 0.20997307, 'neutral': 99.64219}"
대한민국,2,neutral,"{'negative': 0.030375509, 'positive': 0.04578569, 'neutral': 99.923836}"
대한민국,2,neutral,"{'negative': 0.02955602, 'positive': 0.02475069, 'neutral': 99.945694}"
공장,1,neutral,"{'negative': 0.08222495, 'positive': 0.01863704, 'neutral': 99.89914}"
공감,2,negative,"{'negative': 85.578674, 'positive': 0.016274728, 'neutral': 14.405048}"
나라,2,neutral,"{'negative': 0.04763702, 'positive': 0.039854944, 'neutral': 99.912506}"
원자로,1,neutral,"{'negative': 0.21839897, 'positive': 0.44768393, 'neutral': 99.333916}"
더힐,1,neutral,"{'negative': 0.04390554, 'positive': 0.06983682, 'neutral': 99.88626}"
기름값,3,neutral,"{'negative': 0.10273706, 'positive': 0.035554513, 'neutral': 99.86171}"
무상,1,neutral,"{'negative': 0.28923488, 'positive': 17.860388, 'neutral': 81.85038}"
나눔,2,positive,"{'negative': 0.021991057, 'positive': 99.96472, 'neutral': 0.01328359}"
나눔,2,positive,"{'negative': 0.021155784, 'positive': 99.856125, 'neutral': 0.12272155}"
대창,1,neutral,"{'negative': 0.0372426, 'positive': 0.24155876, 'neutral': 99.7212}"
돌파,1,neutral,"{'negative': 0.048115563, 'positive': 0.5444886, 'neutral': 99.407394}"
폐막,1,neutral,"{'negative': 0.028330494, 'positive': 0.024523847, 'neutral': 99.94714}"
발짝,1,neutral,"{'negative': 0.063989066, 'positive': 0.30369505, 'neutral': 99.63232}"
돌부처,1,neutral,"{'negative': 0.06472305, 'positive': 1.6067927, 'neutral': 98.32848}"
국선,1,neutral,"{'negative': 0.35425887, 'positive': 2.027382, 'neutral': 97.61836}"
차원,1,neutral,"{'negative': 0.23676975, 'positive': 0.25267306, 'neutral': 99.51056}"
성공예감,1,neutral,"{'negative': 0.0132172275, 'positive': 0.0100951195, 'neutral': 99.976685}"
서민,1,neutral,"{'negative': 0.378699, 'positive': 17.44575, 'neutral': 82.17555}"
해답,1,neutral,"{'negative': 0.09583883, 'positive': 0.02865726, 'neutral': 99.8755}"
버려진,1,negative,"{'negative': 85.61799, 'positive': 0.013837784, 'neutral': 14.3681755}"
골퍼,1,neutral,"{'negative': 0.14657952, 'positive': 4.8331966, 'neutral': 95.020226}"
복판,1,neutral,"{'negative': 0.08838909, 'positive': 0.6163922, 'neutral': 99.29522}"
금지,1,neutral,"{'negative': 0.101774916, 'positive': 0.04309517, 'neutral': 99.85513}"
앙코르왓,1,neutral,"{'negative': 0.07299832, 'positive': 0.068968095, 'neutral': 99.85803}"
개설,3,positive,"{'negative': 0.0458513, 'positive': 99.50589, 'neutral': 0.44826165}"
단계,2,neutral,"{'negative': 0.08331586, 'positive': 0.14095806, 'neutral': 99.77573}"
자락,1,neutral,"{'negative': 0.2886311, 'positive': 0.03775515, 'neutral': 99.673615}"
장기,1,neutral,"{'negative': 0.035398953, 'positive': 0.77288604, 'neutral': 99.19171}"
기용,1,negative,"{'negative': 99.88399, 'positive': 0.0031352397, 'neutral': 0.1128807}"
기적,1,positive,"{'negative': 0.026334137, 'positive': 99.9525, 'neutral': 0.021166235}"
메모리,1,neutral,"{'negative': 0.0424454, 'positive': 0.06962509, 'neutral': 99.88793}"
기보,1,neutral,"{'negative': 0.028038522, 'positive': 0.038899645, 'neutral': 99.93306}"
세미나,3,neutral,"{'negative': 0.038148303, 'positive': 0.022331411, 'neutral': 99.93952}"
균형발전,2,positive,"{'negative': 0.021235676, 'positive': 99.78446, 'neutral': 0.19430289}"
구성,1,neutral,"{'negative': 0.038900483, 'positive': 0.20890002, 'neutral': 99.7522}"
비용,1,positive,"{'negative': 0.034710202, 'positive': 99.741615, 'neutral': 0.22367506}"
실천,1,neutral,"{'negative': 0.059736084, 'positive': 1.810803, 'neutral': 98.12946}"
사전,1,neutral,"{'negative': 0.08678096, 'positive': 0.039367888, 'neutral': 99.87385}"
건립,1,negative,"{'negative': 99.85528, 'positive': 0.0044887927, 'neutral': 0.1402297}"
소로,1,neutral,"{'negative': 0.059354823, 'positive': 0.13445057, 'neutral': 99.8062}"
카드,1,neutral,"{'negative': 0.17552601, 'positive': 0.023798816, 'neutral': 99.800674}"
확장,1,neutral,"{'negative': 0.038343165, 'positive': 0.5137331, 'neutral': 99.44792}"
원년,1,positive,"{'negative': 0.02922407, 'positive': 85.6279, 'neutral': 14.342874}"
완공,1,neutral,"{'negative': 0.03973563, 'positive': 0.16929157, 'neutral': 99.79097}"
청사진,1,neutral,"{'negative': 0.039145872, 'positive': 0.031862084, 'neutral': 99.92899}"
평균,1,negative,"{'negative': 99.22843, 'positive': 0.3339991, 'neutral': 0.43756676}"
봄철,1,neutral,"{'negative': 0.45135227, 'positive': 4.13851, 'neutral': 95.41014}"
전문가,2,negative,"{'negative': 85.69499, 'positive': 0.02386865, 'neutral': 14.2811365}"
검증,1,neutral,"{'negative': 0.07604107, 'positive': 0.13958311, 'neutral': 99.78438}"
풀이,1,neutral,"{'negative': 0.0033328955, 'positive': 0.0009827601, 'neutral': 99.99568}"
산둥성,2,neutral,"{'negative': 0.042995114, 'positive': 0.34129313, 'neutral': 99.615715}"
농업,1,neutral,"{'negative': 0.05292665, 'positive': 0.26554903, 'neutral': 99.681526}"
아야,1,neutral,"{'negative': 0.085669845, 'positive': 0.102400735, 'neutral': 99.81193}"
케네디,1,neutral,"{'negative': 0.06464784, 'positive': 0.043762695, 'neutral': 99.89159}"
롱안,1,neutral,"{'negative': 0.057924867, 'positive': 0.47712559, 'neutral': 99.46495}"
다이버,1,neutral,"{'negative': 0.042837683, 'positive': 0.19851722, 'neutral': 99.758644}"
항해,1,neutral,"{'negative': 0.042869072, 'positive': 0.08058341, 'neutral': 99.87655}"
스토리텔링,1,neutral,"{'negative': 0.01858867, 'positive': 0.030794187, 'neutral': 99.950615}"
되레,1,positive,"{'negative': 0.10089022, 'positive': 85.582726, 'neutral': 14.316382}"
인조,1,negative,"{'negative': 99.79984, 'positive': 0.0092528, 'neutral': 0.19090752}"
스포,1,neutral,"{'negative': 0.05022624, 'positive': 0.03602696, 'neutral': 99.91375}"
충북,1,neutral,"{'negative': 0.03216817, 'positive': 0.35994244, 'neutral': 99.60789}"
작년,1,neutral,"{'negative': 0.043092966, 'positive': 0.05518626, 'neutral': 99.90172}"
라이드,1,neutral,"{'negative': 0.059354536, 'positive': 0.09066092, 'neutral': 99.84998}"
글쎄요,1,negative,"{'negative': 85.70523, 'positive': 0.035592906, 'neutral': 14.259179}"
동시,1,negative,"{'negative': 99.97979, 'positive': 0.005712009, 'neutral': 0.014500655}"
누리집,1,neutral,"{'negative': 0.020246673, 'positive': 0.0203449, 'neutral': 99.95941}"
울릉도,1,neutral,"{'negative': 0.0437458, 'positive': 0.029492276, 'neutral': 99.926765}"
돌파구,1,neutral,"{'negative': 0.068422526, 'positive': 0.034912392, 'neutral': 99.89667}"
기후변화,1,neutral,"{'negative': 0.018124063, 'positive': 0.019681346, 'neutral': 99.9622}"
아세안,1,neutral,"{'negative': 0.057513736, 'positive': 0.066708766, 'neutral': 99.87578}"
원탁,1,neutral,"{'negative': 0.044214398, 'positive': 0.034291964, 'neutral': 99.92149}"
