일시,교래태양광,종합경기장 태양광,행원태양광,홍보관주차장 태양광,수산태양광,태양광전체
2023-03-16,2811.8,2098.592,532.368,429.76,6298.704,12171.224
2023-03-17,576.6,436.704,160.056,103.04,1347.242,2623.642
2023-03-18,3107.4,2260.832,301.464,468.72,6928.575,13066.991
2023-03-19,1923,1909.408,300.312,432.56,6214.818,10780.098
2023-03-20,1030.2,863.712,365.112,188.96,2246.129,4694.113
2023-03-21,289.4,504.256,101.448,66.12,553.94,1515.164
2023-03-22,373,1035.84,59.184,29,517.057,2014.081
2023-03-23,1279.4,355.904,234.576,126.72,2617.108,4613.708
2023-03-24,367.4,332.896,71.064,52.4,736.175,1559.935
2023-03-25,314.8,293.152,153.576,104.12,848.988,1714.636
2023-03-26,2605.2,1951.52,412.272,357.08,5654.371,10980.443
2023-03-27,3354.2,2385.696,655.56,524.12,7311.124,14230.7
2023-03-28,2855.8,2015.264,992.232,380.28,6472.263,12715.839
2023-03-29,2389.4,2195.04,867.168,458.64,6462.14,12372.388
2023-03-30,2029.4,1588.352,688.608,314.76,4546.494,9167.614
2023-03-31,2843.8,2189.888,666.864,444.28,6449.121,12593.953
2023-04-01,2407.2,1957.344,626.04,377.04,5057.765,10425.389
2023-04-02,3150.8,2351.52,263.88,483.72,7039.216,13289.136
2023-04-03,2369.4,2305.504,626.184,391.28,5215.415,10907.783
2023-04-04,312.2,382.432,144.072,95.08,866.342,1800.126
2023-04-05,360.2,294.112,51.768,41.84,556.11,1304.03
2023-04-06,938.6,399.008,229.608,130.32,1844.054,3541.59
2023-04-07,2128.6,1250.688,826.056,398.68,6096.945,10700.969
2023-04-08,3364.2,2520.128,277.776,543.68,7436.955,14142.739
2023-04-09,3208.2,2449.28,250.056,510.52,7151.31,13569.366
2023-04-10,2927.2,2195.328,703.656,448.16,6506.976,12781.32
2023-04-11,2665.2,2160.992,958.176,434.6,6261.824,12480.792
2023-04-12,3333.6,2343.936,361.44,477.32,7238.086,13754.382
2023-04-13,3007,2224.128,499.32,448.4,6694.275,12873.123
2023-04-14,231.4,259.136,32.328,36.88,469.328,1029.072
2023-04-15,1331,1011.968,416.376,271.4,3971.582,7002.326
2023-04-16,2899.8,1999.712,397.656,474.92,6546.748,12318.836
2023-04-17,3056.8,2038.72,687.744,482.88,6717.414,12983.558
2023-04-18,2918.4,2237.44,960.048,437.96,4702.694,11256.542
2023-04-19,1523.4,1172.48,428.4,205.48,3191.296,6521.056
2023-04-20,2890.2,2178.72,654.984,455.4,6536.624,12715.928
2023-04-21,3032,1757.216,548.64,433.4,6690.654,12461.91
2023-04-22,2903.4,2166.688,339.912,465.2,6331.971,12207.171
2023-04-23,1824.8,1422.208,377.928,304.36,4115.49,8044.786
2023-04-24,562,425.28,132.192,103.4,1179.47,2402.342
2023-04-25,320,240.704,33.192,42.2,561.895,1197.991
2023-04-26,3152,2267.136,433.08,514.76,3024.246,9391.222
2023-04-27,3161.6,2391.104,417.096,549.56,2653.99,9173.35
2023-04-28,1911,1369.472,759.024,357.32,4531.308,8928.124
2023-04-29,331.4,278.752,43.056,33.08,796.92,1483.208
2023-04-30,3142.6,2434.976,271.944,536.72,1881.657,8267.897
2023-05-01,3218.4,2412.48,233.208,524.88,1613.366,8002.334
2023-05-02,3116,2309.664,287.064,490.36,2052.321,8255.409
2023-05-03,288,349.248,95.976,61.28,872.13,1666.634
2023-05-04,102.2,137.024,9.864,12.72,203.208,465.016
2023-05-05,104.4,402.752,24.984,10.04,289.264,831.44
2023-05-06,888.2,1586.592,281.016,152.4,2594.691,5502.899
2023-05-07,155.8,158.112,10.656,8.48,303.005,636.053
2023-05-08,2818.6,2106.976,375.552,438.72,2490.556,8230.404
2023-05-09,3219,2385.792,317.88,535.48,2263.483,8721.635
2023-05-10,2999.8,2302.08,349.848,494.52,2326.399,8472.647
2023-05-11,2773,2071.2,404.064,380.4,3195.634,8824.298
2023-05-12,1260.8,879.648,437.76,233.04,2956.993,5768.241
2023-05-13,717.6,670.304,279.936,156.88,1488.98,3313.7
2023-05-14,1989.4,1893.44,646.344,438.6,4061.252,9029.036
2023-05-15,1464.2,1080,409.968,224.72,3137.782,6316.67
2023-05-16,2960,2265.28,736.272,487.36,4876.977,11325.889
2023-05-17,2468.2,1918.464,823.968,399.36,5096.815,10706.807
2023-05-18,712.6,709.216,216.792,143.76,1065.21,2847.578
2023-05-19,1344.8,1345.376,721.944,341.96,4381.614,8135.694
2023-05-20,2484.4,2128.192,718.056,480.68,4315.083,10126.411
2023-05-21,2828,1520.096,435.888,366.72,3410.411,8561.115
2023-05-22,1025.2,701.568,249.696,149.28,2254.083,4379.827
2023-05-23,3159.8,2387.04,664.848,520.84,4445.25,11177.778
2023-05-24,1718.2,1311.36,554.544,276.24,3952.78,7813.124
2023-05-25,2997.4,2385.216,714.24,479,4725.838,11301.694
2023-05-26,2311,1970.912,547.992,338.72,3515.994,8684.618
2023-05-27,410.2,1044.288,362.52,185.4,1687.128,3689.536
2023-05-28,1632.2,1995.2,685.8,319.24,1522.972,6155.412
2023-05-29,1241,1444.8,444.096,196.44,1936.618,5262.954
2023-05-30,501,438.688,112.248,65.76,944.444,2062.14
2023-05-31,1502,1887.168,742.824,345,2884.678,7361.67
2023-06-01,638.6,1071.2,119.376,77.16,1031.224,2937.56
2023-06-02,2645.8,1803.872,933.912,458.2,5814.911,11656.695
2023-06-03,3156.2,2490.816,628.992,532.04,4236.982,11045.03
2023-06-04,2046.4,1808.512,668.088,328.08,4927.598,9778.678
2023-06-05,625.4,457.504,155.016,89.08,1406.543,2733.543
2023-06-06,866,899.04,408.096,214.08,1827.419,4214.635
2023-06-07,2701,2202.72,826.776,399.32,5674.62,11804.436
2023-06-08,868.2,1577.728,515.016,248.48,2228.049,5437.473
2023-06-09,2355.2,2251.136,827.28,408.64,5358.601,11200.857
2023-06-10,2463.8,2277.152,802.008,397.76,4717.16,10657.88
2023-06-11,1585.8,1690.08,773.784,382.28,3757.53,8189.474
2023-06-12,1260.6,1660.704,630.072,304.48,4116.214,7972.07
2023-06-13,1723.2,1355.2,697.68,340.48,4229.75,8346.31
2023-06-14,2181.8,2122.912,790.488,392.4,4879.87,10367.47
2023-06-15,2847,2345.76,935.568,476.44,5166.24,11771.008
2023-06-16,2407.8,2160.928,759.096,456.64,4961.586,10746.05
2023-06-17,2866.8,2301.408,339.408,455.16,2601.2,8563.976
2023-06-18,1561.4,1200.48,516.672,254.92,3419.814,6953.286
2023-06-19,2693.4,2242.048,862.776,431.76,5396.927,11626.911
2023-06-20,341.4,1072.608,99.216,64.12,666.751,2244.095
2023-06-21,1536.8,438.56,269.64,143.2,936.49,3324.69
2023-06-22,2449,2009.632,850.608,418.92,5808.403,11536.563
2023-06-23,2612.4,2342.592,919.872,467.28,6427.428,12769.572
2023-06-24,1615.2,1841.28,642.672,313.08,3486.345,7898.577
2023-06-25,264.8,293.792,24.84,26.72,289.264,899.416
2023-06-26,484,1440.416,547.128,262.04,708.694,3442.278
2023-06-27,905.4,926.88,240.696,129.44,992.174,3194.59
2023-06-28,1927.4,2105.92,698.688,331,5272.545,10335.553
2023-06-29,1719.2,1704.864,591.12,281.84,1542.494,5839.518
2023-06-30,366,346.016,55.8,33,522.119,1322.935
2023-07-01,781.2,1220.192,550.584,267.52,2191.169,5010.665
2023-07-02,1214.6,1673.312,359.64,185.72,2155.732,5589.004
2023-07-03,544.6,468.8,72.144,36.68,932.873,2055.097
2023-07-04,801.2,1281.44,217.872,103.6,1131.74,3535.852
2023-07-05,2579.4,1648.192,764.568,361.8,5272.545,10626.505
2023-07-06,2920.2,2279.552,893.448,448.4,6537.349,13078.949
2023-07-07,799.2,868.96,247.536,119.32,964.692,2999.708
2023-07-08,403.8,416.576,70.704,36.88,662.412,1590.372
2023-07-09,997.4,1082.368,315.504,163.68,2623.616,5182.568
2023-07-10,2372.6,2061.952,779.04,400.4,5185.765,10799.757
2023-07-11,2256.2,2268.576,755.64,399,3586.864,9266.28
2023-07-12,2846.8,2341.888,794.376,425.36,6333.417,12741.841
2023-07-13,1456.8,1185.504,403.488,213.52,2744.384,6003.696
2023-07-14,1020.4,1682.208,367.128,189.76,2016.889,5276.385
2023-07-15,1927.6,1950.496,707.904,369.6,3565.891,8521.491
2023-07-16,1340.4,1592.768,388.08,210.8,3103.793,6635.841
2023-07-17,1218.2,943.968,349.848,192.04,2704.61,5408.666
2023-07-18,637,1148.768,401.616,205.32,2078.354,4471.058
2023-07-19,2008.8,816.64,547.92,330.2,3683.768,7387.328
2023-07-20,1056.4,804.128,260.208,198.2,2318.445,4637.381
2023-07-21,1373,961.952,497.952,292.6,2661.945,5787.449
2023-07-22,633.4,554.752,178.344,131.28,781.735,2279.511
2023-07-23,630,952.96,180.504,137.92,1594.564,3495.948
2023-07-24,1011,636.384,259.704,174.8,1946.019,4027.907
2023-07-25,743.8,772.64,339.048,0,2231.665,4087.153
2023-07-26,2027.8,2094.24,794.016,0,4247.107,9163.163
2023-07-27,1533.4,2065.12,594.72,137.52,4312.19,8642.95
2023-07-28,901,1057.536,427.392,251.16,2645.313,5282.401
2023-07-29,2032,1918.112,402.768,310.72,3769.098,8432.698
2023-07-30,2235.6,2112.416,536.112,410.8,5078.016,10372.944
2023-07-31,2088.2,2016.832,555.696,407.6,4874.806,9943.134
2023-08-01,2323,2099.456,512.928,383.8,4699.08,10018.264
2023-08-02,2506,2134.784,585.144,415.8,5462.011,11103.739
2023-08-03,2019.4,2326.88,606.744,444.68,4363.533,9761.237
2023-08-04,1384.2,2092.736,541.8,404.32,3541.305,7964.361
2023-08-05,2337.2,2164.576,671.112,497.84,5185.764,10856.492
2023-08-06,1225.8,1548.704,500.472,386.64,3447.295,7108.911
2023-08-07,1661.8,1896.16,628.128,444.48,4560.956,9191.524
2023-08-08,987,1144.064,430.776,313.4,2863.706,5738.946
2023-08-09,136,185.376,29.304,38.32,266.122,655.122
2023-08-10,1672.4,1536.864,500.4,351.4,4886.379,8947.443
2023-08-11,2302.2,2245.472,440.424,328.2,4171.172,9487.468
2023-08-12,1908.2,2007.424,560.808,417.72,4121.999,9016.151
2023-08-13,2486,1841.792,620.496,439.56,5521.31,10909.158
2023-08-14,2239.4,2223.328,573.408,394.24,4606.515,10036.891
2023-08-15,2112,1921.056,632.664,454.04,4482.856,9602.616
2023-08-16,2138,1957.664,480.744,330.84,4107.539,9014.787
2023-08-17,1084.2,1374.016,421.2,315.24,2625.06,5819.716
2023-08-18,1981,2186.432,600.48,419.32,3077.758,8264.99
2023-08-19,1210,2029.664,534.744,409.52,1918.538,6102.466
2023-08-20,2699,1676.64,586.872,403.72,6039.815,11406.047
2023-08-21,2114.2,1987.712,619.2,437.64,4496.596,9655.348
2023-08-22,1158.6,1351.712,489.456,352.8,4114.769,7467.337
2023-08-23,325.2,217.696,149.76,140.48,2120.3,2953.436
2023-08-24,1122.2,870.688,159.192,149.56,2100.773,4402.413
2023-08-25,2078,2063.456,652.392,468.52,4686.788,9949.156
2023-08-26,2549.4,2133.824,670.464,486.52,6332.695,12172.903
2023-08-27,2169.4,2114.336,594.144,415.52,4923.981,10217.381
2023-08-28,1340,1774.144,508.608,367.72,3910.836,7901.308
2023-08-29,1362.8,1160,316.8,236.32,3257.827,6333.747
2023-08-30,355,142.272,28.152,49.36,1101.369,1676.153
2023-08-31,1733.6,1518.848,317.16,244.12,3490.685,7304.413
2023-09-01,572,553.792,192.528,169,1613.366,3100.686
2023-09-02,2236.8,1523.904,513.072,355.64,4706.313,9335.729
2023-09-03,1709.4,1908,523.224,405.68,4380.889,8927.193
2023-09-04,2208.2,1855.04,593.208,467.8,3924.577,9048.825
2023-09-05,2348.6,1677.344,541.656,411.64,4948.57,9927.81
2023-09-06,2785.6,1995.36,598.176,464.4,6349.327,12192.863
2023-09-07,2637.2,2003.808,649.656,425.4,5115.618,10831.682
2023-09-08,2359.6,1959.84,688.032,470.32,5759.952,11237.744
2023-09-09,2547.4,1984.416,662.76,452.52,5471.413,11118.509
2023-09-10,1896.2,1428.8,408.816,292.2,3654.839,7680.855
2023-09-11,1924.2,1842.304,591.696,405.4,5194.443,9958.043
2023-09-12,1428.6,1465.696,258.696,219.6,2764.632,6137.224
2023-09-13,1603.6,1421.408,368.424,295.04,3738.727,7427.199
2023-09-14,121.2,415.296,66.96,91.24,1033.392,1728.088
2023-09-15,655.2,1712.288,503.136,330.08,5072.954,8273.658
2023-09-16,870.4,647.68,194.472,173.16,2625.787,4511.499
2023-09-17,856.6,681.376,219.096,93.72,2215.033,4065.825
2023-09-18,1619.2,1489.92,522.72,219.52,671.813,4523.173
2023-09-19,1526.6,1417.824,493.776,335.32,3394.503,7168.023
2023-09-20,530,852.192,178.632,158.84,1250.342,2970.006
2023-09-21,1351.6,1102.4,277.56,216.04,4094.52,7042.12
2023-09-22,931.4,579.584,74.952,81.08,1648.8,3315.816
2023-09-23,1416.2,1076.832,349.416,255.12,3291.092,6388.66
2023-09-24,954.2,1012.576,411.624,280,2344.477,5002.877
2023-09-25,1296,1508.576,538.416,366.28,1960.483,5669.755
2023-09-26,1502.2,1594.528,451.008,311.8,2304.705,6164.241
2023-09-27,2495,1797.92,583.488,416.76,5727.41,11020.578
2023-09-28,1566.4,1292.064,498.168,297.16,3190.572,6844.364
2023-09-29,2234,1850.976,626.76,417.84,5294.239,10423.815
2023-09-30,777.4,619.328,204.12,171.76,1359.536,3132.144
2023-10-01,2565.6,1817.728,333.72,423.24,3253.486,8393.774
2023-10-02,2721.2,1924.192,652.752,430.68,6000.04,11728.864
2023-10-03,559.6,389.76,93.168,99.2,1143.312,2285.04
2023-10-04,2547.4,1813.952,448.56,368,4571.804,9749.716
2023-10-05,2937.8,1865.6,177.192,359.12,1632.167,6971.879
2023-10-06,1414.2,1139.584,363.384,251.72,3168.155,6337.043
2023-10-07,454.4,345.056,75.312,82.84,919.855,1877.463
2023-10-08,497.4,750.688,47.664,60.6,1458.609,2814.961
2023-10-09,1104,1008.768,428.112,292.84,2683.64,5517.36
2023-10-10,2492.8,1636.512,380.88,397.88,3299.046,8207.118
2023-10-11,1618.8,1653.024,534.312,311.48,3754.635,7872.251
2023-10-12,2409.6,1681.216,660.6,417,5650.033,10818.449
2023-10-13,1542.8,1028.448,493.704,309.28,3512.376,6886.608
2023-10-14,2327,1560.736,387.792,346.64,3501.529,8123.697
2023-10-15,2018,1370.624,250.2,309.84,2742.215,6690.879
2023-10-16,2278,1330.624,567.36,356.6,5423.683,9956.267
2023-10-17,2792.2,1903.616,381.672,432.12,3513.101,9022.709
2023-10-18,2272.6,1840.352,634.752,400.08,4893.61,10041.394
2023-10-19,1509.6,1688.032,446.256,284.8,3307.001,7235.689
2023-10-20,1474.6,1086.752,268.128,187.4,2482.599,5499.479
2023-10-21,2745,1889.856,386.496,411.4,3633.144,9065.896
2023-10-22,2093.8,1586.784,364.176,288.44,3865.278,8198.478
2023-10-23,1683.6,1591.584,598.608,361.52,4331.715,8567.027
2023-10-24,1917.6,1506.688,460.08,277.2,3719.199,7880.767
2023-10-25,2088.2,1704.544,584.64,362.48,3770.546,8510.41
2023-10-26,1873.2,1596.32,543.6,303.48,3969.414,8286.014
2023-10-27,2600,1584.256,317.952,382.12,3116.088,8000.416
2023-10-28,2467.2,1660.576,261.144,365.28,2561.425,7315.625
2023-10-29,2059.8,1603.168,402.84,339.56,3471.158,7876.526
2023-10-30,1524.8,1660.64,563.76,345.84,3277.352,7372.392
2023-10-31,2355.2,1669.472,379.8,359.52,3401.012,8165.004
2023-11-01,2318,1642.048,573.408,348.68,4690.403,9572.539
2023-11-02,2348,1616.064,570.888,345.56,5473.582,10354.094
2023-11-03,1768.4,1424.48,401.184,226.52,4968.818,8789.402
2023-11-04,1140.6,1180.064,183.312,141,2298.196,4943.172
2023-11-05,335.2,361.664,63.288,67.6,992.897,1820.649
2023-11-06,361.4,260.288,33.336,49.36,1075.337,1779.721
2023-11-07,1410.6,777.6,255.24,169.72,5248.68,7861.84
2023-11-08,1967.4,1621.216,556.632,320.16,4559.51,9024.918
2023-11-09,946,606.144,243.792,157.04,2753.061,4706.037
2023-11-10,899,684.96,138.744,125.6,2422.577,4270.881
2023-11-11,1888.2,1217.952,523.944,300.88,4957.97,8888.946
2023-11-12,575.4,273.408,187.344,136.52,2694.487,3867.159
2023-11-13,1048,462.336,276.768,181.44,3646.886,5615.43
2023-11-14,1003.4,189.632,35.064,53.6,3275.181,4556.877
2023-11-15,1421.2,1424.32,552.6,277.92,4067.764,7743.804
2023-11-16,252.6,202.848,24.48,37.84,425.939,943.707
2023-11-17,1118.6,431.84,231.768,135.96,2912.88,4831.048
2023-11-18,847.8,228.992,140.4,121.72,1493.321,2832.233
2023-11-19,2328.2,1221.728,537.264,287.44,5419.345,9793.977
2023-11-20,2357.6,1607.232,572.04,334.16,5598.687,10469.719
2023-11-21,1841,1258.272,504.648,284,3944.825,7832.745
2023-11-22,2063.4,1496.864,493.416,233.32,4829.249,9116.249
2023-11-23,1624.2,1027.072,357.12,193.84,3352.561,6554.793
2023-11-24,442.2,253.152,79.344,85.32,1412.327,2272.343
2023-11-25,2005.4,1015.744,544.896,215.08,5330.397,9111.517
2023-11-26,1651.2,1372.128,494.928,318.88,3699.676,7536.812
2023-11-27,1224.6,377.344,183.6,132.44,2871.659,4789.643
2023-11-28,572,440.096,89.064,100.52,2217.202,3418.882
2023-11-29,946.6,803.04,135.072,229.56,2562.872,4677.144
2023-11-30,105,121.792,43.272,60.08,505.487,835.631
2023-12-01,190.2,127.2,31.536,45.72,603.836,998.492
2023-12-02,875.8,248,58.248,64.64,1718.946,2965.634
2023-12-03,1367.6,633.216,229.824,144.4,3236.13,5611.17
2023-12-04,1666.4,1241.76,444.168,241.72,3957.12,7551.168
2023-12-05,1928.2,1417.568,494.712,274.96,4760.548,8875.988
2023-12-06,1198.4,940.64,255.888,152.48,2847.072,5394.48
2023-12-07,2032,1409.792,496.728,271.68,4903.732,9113.932
2023-12-08,1954,1373.536,465.768,248.24,4132.124,8173.668
2023-12-09,1296.8,909.056,241.056,152.16,2727.751,5326.823
2023-12-10,1322,880.512,307.368,179.64,2778.373,5467.893
2023-12-11,222.8,287.392,16.704,31.68,218.395,776.971
2023-12-12,341,140.096,26.928,47.32,1511.4,2066.744
2023-12-13,708.8,884.992,124.632,97.76,1732.686,3548.87
2023-12-14,100.8,135.36,0.216,6.8,161.263,404.439
2023-12-15,252,147.872,138.816,89.56,1083.289,1711.537
2023-12-16,186.6,152.576,24.912,26.64,1319.764,1710.492
2023-12-17,0.2,185.12,30.168,3.8,352.177,571.465
2023-12-18,18,343.68,149.832,116.96,2471.031,3099.503
2023-12-19,149.6,195.04,20.376,51.44,585.757,1002.213
2023-12-20,852,199.968,43.992,53.56,1620.595,2770.115
2023-12-21,1.4,184.448,21.456,6.8,898.884,1112.988
2023-12-22,0,6.112,67.536,64.08,419.433,557.161
2023-12-23,48.6,202.656,81.576,85,1433.299,1851.131
2023-12-24,197.6,83.712,0.432,1.28,1521.525,1804.549
2023-12-25,81.4,225.184,66.168,69.96,799.089,1241.801
2023-12-26,1063,422.944,31.248,54.88,2171.644,3743.716
2023-12-27,1147.4,1055.84,373.176,188.4,3400.288,6165.104
2023-12-28,954.6,797.632,253.584,156.4,2719.797,4882.013
2023-12-29,1568,771.328,350.64,188.04,3859.493,6737.501
2023-12-30,1454.4,1026.752,335.016,189.68,3644.716,6650.564
2023-12-31,222.6,176.928,36.864,54.48,1196.826,1687.698
